entry,modelname,name,race_id,gender,unique_voice_name
4949,Character\Orc\Male\OrcMale.mdx,Thrall,2,0,OrcMale
4959,Character\Human\Male\HumanMale.mdx,Jorgen,1,0,HumanMale
4960,Character\Human\Male\HumanMale.mdx,Bishop DeLavey,1,0,HumanMale
4961,Character\Dwarf\Male\DwarfMale.mdx,Dashel Stonefist,3,0,DwarfMale
4962,Character\Human\Male\HumanMale.mdx,"Tapoke ""Slim"" Jahn",1,0,HumanMale
4963,Character\Human\Male\HumanMale.mdx,Mikhail,1,0,HumanMale
4964,Character\Human\Male\HumanMale.mdx,Commander Samaul,1,0,HumanMale
4966,Character\Human\Male\HumanMale.mdx,Private Hendel,1,0,HumanMale
4967,Character\Human\Male\HumanMale.mdx,Archmage Tervosh,1,0,HumanMale
4968,Character\Human\Female\HumanFemale.mdx,Lady Jaina Proudmoore,1,1,HumanFemale
4968,Creature\Jaina\Jaina.mdx,Lady Jaina Proudmoore,-1,-1,Jaina
4974,Character\Human\Male\HumanMale.mdx,Aldwin Laughlin,1,0,HumanMale
4979,Character\Human\Male\HumanMale.mdx,Theramore Guard,1,0,HumanMale
4979,Character\Human\Female\HumanFemale.mdx,Theramore Guard,1,1,HumanFemale
4981,Character\Human\Male\HumanMale.mdx,Ben Trias,1,0,HumanMale
4982,Creature\HumanMaleKid\HumanMaleKid.mdx,Thomas,1,0,HumanMaleKid
4983,Creature\Ogre\Ogre.mdx,Ogron,-1,-1,Ogre
4984,Character\NightElf\Male\NightElfMale.mdx,Argos Nightwhisper,4,0,NightElfMale
5054,Character\Tauren\Male\TaurenMale.mdx,Krumn,6,0,TaurenMale
5081,Character\Human\Male\HumanMale.mdx,Connor Rivers,1,0,HumanMale
5082,Character\Human\Male\HumanMale.mdx,Vincent Hyal,1,0,HumanMale
5083,Character\Human\Male\HumanMale.mdx,Clerk Lendry,1,0,HumanMale
5086,Character\Human\Male\HumanMale.mdx,Captain Wymor,1,0,HumanMale
5087,Creature\Ogre\Ogre.mdx,Do'gol,-1,-1,Ogre
5089,Character\Human\Male\HumanMale.mdx,Balos Jacken,1,0,HumanMale
5111,Character\Dwarf\Male\DwarfMale.mdx,Innkeeper Firebrew,3,0,DwarfMale
5113,Character\Dwarf\Male\DwarfMale.mdx,Kelv Sternhammer,3,0,DwarfMale
5114,Character\Gnome\Male\GnomeMale.mdx,Bilban Tosslespanner,7,0,GnomeMale
5115,Character\Dwarf\Female\DwarfFemale.mdx,Daera Brightspear,3,1,DwarfFemale
5116,Character\Dwarf\Male\DwarfMale.mdx,Olmin Burningbeard,3,0,DwarfMale
5117,Character\Dwarf\Male\DwarfMale.mdx,Regnus Thundergranite,3,0,DwarfMale
5118,Character\Dwarf\Male\DwarfMale.mdx,Brogun Stoneshield,3,0,DwarfMale
5119,Character\Dwarf\Male\DwarfMale.mdx,Hegnar Swiftaxe,3,0,DwarfMale
5127,Character\Gnome\Male\GnomeMale.mdx,Fimble Finespindle,7,0,GnomeMale
5130,Character\Dwarf\Male\DwarfMale.mdx,Jondor Steelbrow,3,0,DwarfMale
5137,Character\Dwarf\Female\DwarfFemale.mdx,Reyna Stonebranch,3,1,DwarfFemale
5141,Character\Dwarf\Male\DwarfMale.mdx,Theodrus Frostbeard,3,0,DwarfMale
5142,Character\Dwarf\Female\DwarfFemale.mdx,Braenna Flintcrag,3,1,DwarfFemale
5143,Character\Dwarf\Male\DwarfMale.mdx,Toldren Deepiron,3,0,DwarfMale
5144,Character\Gnome\Female\GnomeFemale.mdx,Bink,7,1,GnomeFemale
5145,Character\Gnome\Female\GnomeFemale.mdx,Juli Stormkettle,7,1,GnomeFemale
5146,Character\Gnome\Male\GnomeMale.mdx,Nittlebur Sparkfizzle,7,0,GnomeMale
5147,Character\Dwarf\Male\DwarfMale.mdx,Valgar Highforge,3,0,DwarfMale
5148,Character\Dwarf\Male\DwarfMale.mdx,Beldruk Doombrow,3,0,DwarfMale
5149,Character\Dwarf\Male\DwarfMale.mdx,Brandur Ironhammer,3,0,DwarfMale
5150,Character\Dwarf\Female\DwarfFemale.mdx,Nissa Firestone,3,1,DwarfFemale
5153,Character\Dwarf\Male\DwarfMale.mdx,Jormund Stonebrow,3,0,DwarfMale
5157,Character\Gnome\Male\GnomeMale.mdx,Gimble Thistlefuzz,7,0,GnomeMale
5159,Character\Dwarf\Male\DwarfMale.mdx,Daryl Riknussun,3,0,DwarfMale
5161,Character\Dwarf\Male\DwarfMale.mdx,Grimnur Stonebrand,3,0,DwarfMale
5164,Character\Dwarf\Male\DwarfMale.mdx,Grumnus Steelshaper,3,0,DwarfMale
5165,Character\Dwarf\Male\DwarfMale.mdx,Hulfdan Blackbeard,3,0,DwarfMale
5166,Character\Dwarf\Male\DwarfMale.mdx,Ormyr Flinteye,3,0,DwarfMale
5167,Character\Gnome\Male\GnomeMale.mdx,Fenthwick,7,0,GnomeMale
5171,Character\Gnome\Male\GnomeMale.mdx,Thistleheart,7,0,GnomeMale
5172,Character\Gnome\Male\GnomeMale.mdx,Briarthorn,7,0,GnomeMale
5173,Character\Human\Male\HumanMale.mdx,Alexander Calder,1,0,HumanMale
5174,Character\Gnome\Male\GnomeMale.mdx,Springspindle Fizzlegear,7,0,GnomeMale
5177,Character\Gnome\Female\GnomeFemale.mdx,Tally Berryfizz,7,1,GnomeFemale
5189,Character\Tauren\Male\TaurenMale.mdx,Thrumn,6,0,TaurenMale
5191,Character\NightElf\Male\NightElfMale.mdx,Shalumon,4,0,NightElfMale
5193,Character\Human\Female\HumanFemale.mdx,Rebecca Laughlin,1,1,HumanFemale
5204,Character\Scourge\Female\ScourgeFemale.mdx,Apothecary Zinge,5,1,ScourgeFemale
5353,Creature\HighElf\HighElfMale_Hunter.mdx,Itharius,-1,0,HighElfMale_Hunter
5353,Character\BloodElf\Male\BloodElfMale.mdx,Itharius,10,0,BloodElfMale
5384,Character\Dwarf\Male\DwarfMale.mdx,Brohann Caskbelly,3,0,DwarfMale
5385,Character\Human\Male\HumanMale.mdx,Watcher Mahar Ba,1,0,HumanMale
5386,Character\Human\Male\HumanMale.mdx,Acolyte Dellis,1,0,HumanMale
5387,Character\Dwarf\Male\DwarfMale.mdx,High Explorer Magellas,3,0,DwarfMale
5391,Character\Human\Male\HumanMale.mdx,Galen Goodward,1,0,HumanMale
5392,Character\Dwarf\Male\DwarfMale.mdx,Yarr Hammerstone,3,0,DwarfMale
5393,Character\Human\Male\HumanMale.mdx,Quartermaster Lungertz,1,0,HumanMale
5394,Character\Orc\Female\OrcFemale.mdx,Neeka Bloodscar,2,1,OrcFemale
5395,Character\Orc\Male\OrcMale.mdx,Felgur Twocuts,2,0,OrcMale
5396,Character\Human\Male\HumanMale.mdx,Captain Pentigast,1,0,HumanMale
5397,Creature\Centaur\CentaurCaster.mdx,Uthek the Wise,-1,-1,CentaurCaster
5398,Creature\Centaur\Centaur.mdx,Warug,-1,-1,Centaur
5411,Character\Goblin\Male\GoblinMale.mdx,Krinkle Goodsteel,9,0,GoblinMale
5412,Character\Tauren\Female\TaurenFemale.mdx,Gurda Wildmane,6,1,TaurenFemale
5413,Character\Dwarf\Male\DwarfMale.mdx,Furen Longbeard,3,0,DwarfMale
5414,Character\Scourge\Male\ScourgeMale.mdx,Apothecary Faustin,5,0,ScourgeMale
5416,Character\Human\Male\HumanMale.mdx,Infiltrator Marksen,1,0,HumanMale
5418,Character\Scourge\Male\ScourgeMale.mdx,Deathstalker Zraedus,5,0,ScourgeMale
5464,Character\Human\Male\HumanMale.mdx,Watchmaster Sorigal,1,0,HumanMale
5476,Character\Human\Male\HumanMale.mdx,Watcher Biggs,1,0,HumanMale
5479,Character\Human\Male\HumanMale.mdx,Wu Shen,1,0,HumanMale
5480,Character\Human\Female\HumanFemale.mdx,Ilsa Corbin,1,1,HumanFemale
5482,Character\Human\Male\HumanMale.mdx,Stephen Ryback,1,0,HumanMale
5483,Character\Human\Female\HumanFemale.mdx,Erika Tate,1,1,HumanFemale
5484,Character\Human\Male\HumanMale.mdx,Brother Benjamin,1,0,HumanMale
5489,Character\Human\Male\HumanMale.mdx,Brother Joshua,1,0,HumanMale
5491,Character\Human\Male\HumanMale.mdx,Arthur the Faithful,1,0,HumanMale
5492,Character\Human\Female\HumanFemale.mdx,Katherine the Pure,1,1,HumanFemale
5493,Character\Human\Male\HumanMale.mdx,Arnold Leland,1,0,HumanMale
5494,Character\Human\Female\HumanFemale.mdx,Catherine Leland,1,1,HumanFemale
5495,Character\Human\Female\HumanFemale.mdx,Ursula Deline,1,1,HumanFemale
5496,Character\Human\Male\HumanMale.mdx,Sandahl,1,0,HumanMale
5497,Character\Human\Female\HumanFemale.mdx,Jennea Cannon,1,1,HumanFemale
5498,Creature\HighElf\HighElfFemale_Mage.mdx,Elsharin,-1,1,HighElfFemale_Mage
5498,Character\BloodElf\Female\BloodElfFemale.mdx,Elsharin,10,1,BloodElfFemale
5499,Character\NightElf\Female\NightElfFemale.mdx,Lilyssia Nightbreeze,4,1,NightElfFemale
5500,Character\NightElf\Male\NightElfMale.mdx,Tel'Athir,4,0,NightElfMale
5501,Character\NightElf\Male\NightElfMale.mdx,Kaerbrus,4,0,NightElfMale
5502,Character\NightElf\Female\NightElfFemale.mdx,Shylamiir,4,1,NightElfFemale
5503,Character\NightElf\Female\NightElfFemale.mdx,Eldraeith,4,1,NightElfFemale
5504,Character\NightElf\Male\NightElfMale.mdx,Sheldras Moontree,4,0,NightElfMale
5505,Character\NightElf\Male\NightElfMale.mdx,Theridran,4,0,NightElfMale
5506,Character\NightElf\Male\NightElfMale.mdx,Maldryn,4,0,NightElfMale
5509,Character\Dwarf\Male\DwarfMale.mdx,Kathrum Axehand,3,0,DwarfMale
5510,Character\Dwarf\Male\DwarfMale.mdx,Thulman Flintcrag,3,0,DwarfMale
5511,Character\Dwarf\Male\DwarfMale.mdx,Therum Deepforge,3,0,DwarfMale
5512,Character\Dwarf\Female\DwarfFemale.mdx,Kaita Deepforge,3,1,DwarfFemale
5513,Character\Dwarf\Male\DwarfMale.mdx,Gelman Stonehand,3,0,DwarfMale
5514,Character\Dwarf\Female\DwarfFemale.mdx,Brooke Stonebraid,3,1,DwarfFemale
5515,Character\Dwarf\Female\DwarfFemale.mdx,Einris Brightspear,3,1,DwarfFemale
5516,Character\Dwarf\Male\DwarfMale.mdx,Ulfir Ironbeard,3,0,DwarfMale
5517,Character\Dwarf\Male\DwarfMale.mdx,Thorfin Stoneshield,3,0,DwarfMale
5518,Character\Gnome\Male\GnomeMale.mdx,Lilliam Sparkspindle,7,0,GnomeMale
5519,Character\Gnome\Male\GnomeMale.mdx,Billibub Cogspinner,7,0,GnomeMale
5520,Character\Gnome\Male\GnomeMale.mdx,Spackle Thornberry,7,0,GnomeMale
5543,Character\Scourge\Female\ScourgeFemale.mdx,Clarice Foster,5,1,ScourgeFemale
5564,Character\Human\Male\HumanMale.mdx,Simon Tanner,1,0,HumanMale
5565,Character\Human\Female\HumanFemale.mdx,Jillian Tanner,1,1,HumanFemale
5566,Character\NightElf\Female\NightElfFemale.mdx,Tannysa,4,1,NightElfFemale
5567,Character\NightElf\Male\NightElfMale.mdx,Sellandus,4,0,NightElfMale
5591,Character\Orc\Male\OrcMale.mdx,Dar,2,0,OrcMale
5592,Character\Orc\Male\OrcMale.mdx,Tok'Kar,2,0,OrcMale
5593,Character\Orc\Male\OrcMale.mdx,Katar,2,0,OrcMale
5594,Character\Goblin\Male\GoblinMale.mdx,Alchemist Pestlezugg,9,0,GoblinMale
5595,Character\Dwarf\Male\DwarfMale.mdx,Ironforge Guard,3,0,DwarfMale
5598,Character\Troll\Male\TrollMale.mdx,Atal'ai Exile,8,0,TrollMale
5612,Character\Gnome\Male\GnomeMale.mdx,Gimrizz Shadowcog,7,0,GnomeMale
5624,Creature\FleshGolem\FleshGolem.mdx,Undercity Guardian,-1,-1,FleshGolem
5634,Character\Dwarf\Male\DwarfMale.mdx,Rhapsody Shindigger,3,0,DwarfMale
5635,Character\Dwarf\Male\DwarfMale.mdx,Falstad Wildhammer,3,0,DwarfMale
5636,Character\Dwarf\Male\DwarfMale.mdx,Gryphon Master Talonaxe,3,0,DwarfMale
5637,Character\Dwarf\Male\DwarfMale.mdx,Roetten Stonehammer,3,0,DwarfMale
5638,Character\Dwarf\Male\DwarfMale.mdx,Kreldig Ungor,3,0,DwarfMale
5639,Character\Orc\Male\OrcMale.mdx,Craven Drok,2,0,OrcMale
5640,Character\Orc\Male\OrcMale.mdx,Keldran,2,0,OrcMale
5641,Character\Orc\Male\OrcMale.mdx,Takata Steelblade,2,0,OrcMale
5642,Character\NightElf\Male\NightElfMale.mdx,Vahlarriel Demonslayer,4,0,NightElfMale
5644,Character\NightElf\Female\NightElfFemale.mdx,Dalinda Malem,4,1,NightElfFemale
5651,Character\Scourge\Male\ScourgeMale.mdx,Patrick Garrett,5,0,ScourgeMale
5667,Character\Scourge\Female\ScourgeFemale.mdx,Venya Marthand,5,1,ScourgeFemale
5675,Character\Scourge\Male\ScourgeMale.mdx,Carendin Halgar,5,0,ScourgeMale
5688,Character\Scourge\Female\ScourgeFemale.mdx,Innkeeper Renee,5,1,ScourgeFemale
5690,Character\Scourge\Male\ScourgeMale.mdx,Clyde Kellen,5,0,ScourgeMale
5693,Character\Scourge\Male\ScourgeMale.mdx,Godrick Farsan,5,0,ScourgeMale
5694,Character\Human\Male\HumanMale.mdx,High Sorcerer Andromath,1,0,HumanMale
5695,Character\Scourge\Male\ScourgeMale.mdx,Vance Undergloom,5,0,ScourgeMale
5724,Character\Scourge\Male\ScourgeMale.mdx,Ageron Kargal,5,0,ScourgeMale
5725,Character\Scourge\Male\ScourgeMale.mdx,Deathguard Lundmark,5,0,ScourgeMale
5749,Character\Scourge\Female\ScourgeFemale.mdx,Kayla Smithe,5,1,ScourgeFemale
5750,Character\Scourge\Female\ScourgeFemale.mdx,Gina Lang,5,1,ScourgeFemale
5752,Character\Human\Male\HumanMale.mdx,Corporal Melkins,1,0,HumanMale
5753,Character\Scourge\Female\ScourgeFemale.mdx,Martha Strain,5,1,ScourgeFemale
5759,Character\Scourge\Female\ScourgeFemale.mdx,Nurse Neela,5,1,ScourgeFemale
5765,Character\Orc\Male\OrcMale.mdx,Ruzan,2,0,OrcMale
5767,Character\Tauren\Male\TaurenMale.mdx,Nalpak,6,0,TaurenMale
5768,Character\NightElf\Female\NightElfFemale.mdx,Ebru,4,1,NightElfFemale
5769,Character\Tauren\Male\TaurenMale.mdx,Arch Druid Hamuul Runetotem,6,0,TaurenMale
5770,Character\Tauren\Female\TaurenFemale.mdx,Nara Wildmane,6,1,TaurenFemale
5784,Character\Tauren\Male\TaurenMale.mdx,Waldor,6,0,TaurenMale
5810,Character\Orc\Male\OrcMale.mdx,Uzzek,2,0,OrcMale
5811,Character\Orc\Female\OrcFemale.mdx,Kamari,2,1,OrcFemale
5814,Character\Orc\Male\OrcMale.mdx,Innkeeper Thulbek,2,0,OrcMale
5814,Character\Orc\Male\OrcMale.mdx,Thulbek,2,0,OrcMale
5815,Character\Orc\Male\OrcMale.mdx,Kurgul,2,0,OrcMale
5875,Character\Orc\Male\OrcMale.mdx,Gan'rul Bloodeye,2,0,OrcMale
5878,Character\Orc\Male\OrcMale.mdx,Thun'grim Firegaze,2,0,OrcMale
5880,Character\Troll\Male\TrollMale.mdx,Un'Thuwa,8,0,TrollMale
5882,Character\Troll\Female\TrollFemale.mdx,Pephredo,8,1,TrollFemale
5883,Character\Troll\Female\TrollFemale.mdx,Enyo,8,1,TrollFemale
5884,Character\Troll\Female\TrollFemale.mdx,Mai'ah,8,1,TrollFemale
5885,Character\Troll\Female\TrollFemale.mdx,Deino,8,1,TrollFemale
5887,Character\Troll\Male\TrollMale.mdx,Canaga Earthcaller,8,0,TrollMale
5888,Character\Tauren\Female\TaurenFemale.mdx,Seer Ravenfeather,6,1,TaurenFemale
5891,Creature\ElementalEarth\ElementalEarth.mdx,Minor Manifestation of Earth,-1,-1,ElementalEarth
5892,Character\Troll\Male\TrollMale.mdx,Searn Firewarder,8,0,TrollMale
5895,Creature\WaterElemental\WaterElemental.mdx,Minor Manifestation of Water,-1,-1,WaterElemental
5899,Character\Orc\Female\OrcFemale.mdx,Brine,2,1,OrcFemale
5900,Character\Troll\Male\TrollMale.mdx,Telf Joolam,8,0,TrollMale
5901,Character\Tauren\Female\TaurenFemale.mdx,Islen Waterseer,6,1,TaurenFemale
5905,Character\Tauren\Female\TaurenFemale.mdx,Prate Cloudseer,6,1,TaurenFemale
5906,Character\Tauren\Male\TaurenMale.mdx,Xanis Flameweaver,6,0,TaurenMale
5907,Character\Orc\Male\OrcMale.mdx,Kranal Fiss,2,0,OrcMale
5908,Character\Orc\Male\OrcMale.mdx,Grunt Dogran,2,0,OrcMale
5909,Character\Orc\Male\OrcMale.mdx,Cazul,2,0,OrcMale
5910,Character\Orc\Female\OrcFemale.mdx,Zankaja,2,1,OrcFemale
5911,Character\Orc\Male\OrcMale.mdx,Grunt Logmar,2,0,OrcMale
5938,Character\Tauren\Male\TaurenMale.mdx,Uthan Stillwater,6,0,TaurenMale
5939,Character\Tauren\Female\TaurenFemale.mdx,Vira Younghoof,6,1,TaurenFemale
5941,Character\Troll\Male\TrollMale.mdx,Lau'Tiki,8,0,TrollMale
5943,Character\Orc\Male\OrcMale.mdx,Rawrk,2,0,OrcMale
5953,Character\Orc\Male\OrcMale.mdx,Razor Hill Grunt,2,0,OrcMale
5953,Character\Orc\Female\OrcFemale.mdx,Razor Hill Grunt,2,1,OrcFemale
5955,Creature\SeaTurtle\SeaTurtle.mdx,Tooga,-1,-1,SeaTurtle
5957,Character\Scourge\Female\ScourgeFemale.mdx,Birgitte Cranston,5,1,ScourgeFemale
5958,Character\Troll\Male\TrollMale.mdx,Thuul,8,0,TrollMale
5994,Character\Troll\Male\TrollMale.mdx,Zayus,8,0,TrollMale
6014,Character\Troll\Male\TrollMale.mdx,X'yera,8,0,TrollMale
6015,Creature\SeaTurtle\SeaTurtle.mdx,Torta,-1,-1,SeaTurtle
6018,Character\Troll\Male\TrollMale.mdx,Ur'kyo,8,0,TrollMale
6019,Character\Goblin\Male\GoblinMale.mdx,Hornizz Brimbuzzle,9,0,GoblinMale
6026,Character\Orc\Male\OrcMale.mdx,Breyk,2,0,OrcMale
6027,Character\Orc\Female\OrcFemale.mdx,Kitha,2,1,OrcFemale
6030,Character\Dwarf\Male\DwarfMale.mdx,Thorvald Deepforge,3,0,DwarfMale
6031,Character\Dwarf\Male\DwarfMale.mdx,Tormus Deepforge,3,0,DwarfMale
6034,Character\NightElf\Female\NightElfFemale.mdx,Lotherias,4,1,NightElfFemale
6089,Character\Human\Male\HumanMale.mdx,Harry Burlguard,1,0,HumanMale
6090,Character\Human\Male\HumanMale.mdx,Bartleby,1,0,HumanMale
6094,Character\NightElf\Female\NightElfFemale.mdx,Byancie,4,1,NightElfFemale
6109,Creature\Dragon\DragonAzurgoz.mdx,Azuregos,-1,-1,DragonAzurgoz
6114,Character\Dwarf\Male\DwarfMale.mdx,Muren Stormpike,3,0,DwarfMale
6119,Character\Gnome\Male\GnomeMale.mdx,Tog Rustsprocket,7,0,GnomeMale
6120,Character\Gnome\Male\GnomeMale.mdx,Lago Blackwrench,7,0,GnomeMale
6121,Character\Human\Male\HumanMale.mdx,Remen Marcot,1,0,HumanMale
6122,Character\Human\Male\HumanMale.mdx,Gakin the Darkbinder,1,0,HumanMale
6134,Creature\SeaGiant\SeaGiant.mdx,Lord Arkkoroc,-1,-1,SeaGiant
6142,Character\NightElf\Male\NightElfMale.mdx,Mathiel,4,0,NightElfMale
6166,Character\Dwarf\Male\DwarfMale.mdx,Yorus Barleybrew,3,0,DwarfMale
6169,Character\Gnome\Male\GnomeMale.mdx,Klockmort Spannerspan,7,0,GnomeMale
6171,Character\Human\Male\HumanMale.mdx,Duthorian Rall,1,0,HumanMale
6172,Character\Dwarf\Male\DwarfMale.mdx,Henze Faulk,3,0,DwarfMale
6173,Character\Dwarf\Male\DwarfMale.mdx,Gazin Tenorm,3,0,DwarfMale
6174,Character\Human\Female\HumanFemale.mdx,Stephanie Turner,1,1,HumanFemale
6175,Character\Human\Male\HumanMale.mdx,John Turner,1,0,HumanMale
6176,Character\Troll\Male\TrollMale.mdx,Bath'rah the Windwatcher,8,0,TrollMale
6177,Character\Dwarf\Male\DwarfMale.mdx,Narm Faulk,3,0,DwarfMale
6178,Character\Dwarf\Male\DwarfMale.mdx,Muiredon Battleforge,3,0,DwarfMale
6179,Character\Dwarf\Female\DwarfFemale.mdx,Tiza Battleforge,3,1,DwarfFemale
6181,Character\Human\Male\HumanMale.mdx,Jordan Stilwell,1,0,HumanMale
6182,Character\Human\Female\HumanFemale.mdx,Daphne Stilwell,1,1,HumanFemale
6236,Character\Human\Male\HumanMale.mdx,Klannoc Macleod,1,0,HumanMale
6241,Character\Dwarf\Male\DwarfMale.mdx,Bailor Stonehand,3,0,DwarfMale
6244,Character\Human\Male\HumanMale.mdx,Takar the Seer,1,0,HumanMale
6247,Character\Human\Male\HumanMale.mdx,Doan Karhan,1,0,HumanMale
6251,Character\Human\Male\HumanMale.mdx,Strahad Farsan,1,0,HumanMale
6252,Character\Orc\Female\OrcFemale.mdx,Acolyte Magaz,2,1,OrcFemale
6254,Character\Scourge\Female\ScourgeFemale.mdx,Acolyte Wytula,5,1,ScourgeFemale
6266,Character\Human\Female\HumanFemale.mdx,Menara Voidrender,1,1,HumanFemale
6272,Character\Human\Female\HumanFemale.mdx,Innkeeper Janene,1,1,HumanFemale
6286,Character\NightElf\Male\NightElfMale.mdx,Zarrin,4,0,NightElfMale
6293,Character\Scourge\Male\ScourgeMale.mdx,Jorah Annison,5,0,ScourgeMale
6294,Character\Dwarf\Male\DwarfMale.mdx,Krom Stoutarm,3,0,DwarfMale
6299,Character\Dwarf\Male\DwarfMale.mdx,Delfrum Flintbeard,3,0,DwarfMale
6301,Character\Dwarf\Male\DwarfMale.mdx,Gorbold Steelhand,3,0,DwarfMale
6328,Character\Gnome\Female\GnomeFemale.mdx,Dannie Fizzwizzle,7,1,GnomeFemale
6373,Character\Human\Male\HumanMale.mdx,Dane Winslow,1,0,HumanMale
6374,Character\Human\Female\HumanFemale.mdx,Cylina Darkheart,1,1,HumanFemale
6376,Character\Gnome\Female\GnomeFemale.mdx,Wren Darkspring,7,1,GnomeFemale
6382,Character\Human\Male\HumanMale.mdx,Jubahl Corpseseeker,1,0,HumanMale
6389,Character\Scourge\Male\ScourgeMale.mdx,Deathguard Podrig,5,0,ScourgeMale
6394,Character\Tauren\Male\TaurenMale.mdx,Ruga Ragetotem,6,0,TaurenMale
6408,Character\Troll\Male\TrollMale.mdx,Ula'elek,8,0,TrollMale
6410,Character\Tauren\Male\TaurenMale.mdx,Orm Stonehoof,6,0,TaurenMale
6411,Character\Scourge\Female\ScourgeFemale.mdx,Velora Nitely,5,1,ScourgeFemale
6446,Character\Orc\Male\OrcMale.mdx,Therzok,2,0,OrcMale
6467,Character\Scourge\Male\ScourgeMale.mdx,Mennet Carkad,5,0,ScourgeMale
6491,Creature\spirithealer\SpiritHealer.mdx,Spirit Healer,-1,-1,SpiritHealer
6497,Character\Scourge\Male\ScourgeMale.mdx,Astor Hadren,5,0,ScourgeMale
6522,Character\Scourge\Male\ScourgeMale.mdx,Andron Gant,5,0,ScourgeMale
6546,Character\Human\Female\HumanFemale.mdx,Tabetha,1,1,HumanFemale
6548,Character\Human\Male\HumanMale.mdx,Magus Tirth,1,0,HumanMale
6566,Character\Scourge\Female\ScourgeFemale.mdx,Estelle Gendry,5,1,ScourgeFemale
6568,Character\Goblin\Male\GoblinMale.mdx,Vizzklick,9,0,GoblinMale
6569,Character\Gnome\Male\GnomeMale.mdx,Gnoarn,7,0,GnomeMale
6577,Character\Gnome\Male\GnomeMale.mdx,Bingles Blastenheimer,7,0,GnomeMale
6579,Character\Gnome\Female\GnomeFemale.mdx,Shoni the Shilent,7,1,GnomeFemale
6586,Character\Orc\Male\OrcMale.mdx,Rokar Bladeshadow,2,0,OrcMale
6667,Character\Gnome\Male\GnomeMale.mdx,Gelkak Gyromast,7,0,GnomeMale
6706,Character\NightElf\Male\NightElfMale.mdx,Baritanas Skyriver,4,0,NightElfMale
6707,Character\Human\Male\HumanMale.mdx,Fahrad,1,0,HumanMale
6726,Character\Tauren\Male\TaurenMale.mdx,Thalon,6,0,TaurenMale
6727,Character\Human\Female\HumanFemale.mdx,Innkeeper Brianna,1,1,HumanFemale
6729,Character\Dwarf\Male\DwarfMale.mdx,Morridune,3,0,DwarfMale
6734,Character\Dwarf\Male\DwarfMale.mdx,Innkeeper Hearthstove,3,0,DwarfMale
6735,Character\NightElf\Female\NightElfFemale.mdx,Innkeeper Saelienne,4,1,NightElfFemale
6736,Character\NightElf\Male\NightElfMale.mdx,Innkeeper Keldamyr,4,0,NightElfMale
6737,Character\NightElf\Female\NightElfFemale.mdx,Innkeeper Shaussiy,4,1,NightElfFemale
6738,Character\NightElf\Female\NightElfFemale.mdx,Innkeeper Kimlya,4,1,NightElfFemale
6739,Character\Scourge\Male\ScourgeMale.mdx,Innkeeper Bates,5,0,ScourgeMale
6740,Character\Human\Female\HumanFemale.mdx,Innkeeper Allison,1,1,HumanFemale
6741,Character\Scourge\Male\ScourgeMale.mdx,Innkeeper Norman,5,0,ScourgeMale
6746,Character\Tauren\Female\TaurenFemale.mdx,Innkeeper Pala,6,1,TaurenFemale
6747,Character\Tauren\Male\TaurenMale.mdx,Innkeeper Kauth,6,0,TaurenMale
6749,Character\Human\Female\HumanFemale.mdx,Erma,1,1,HumanFemale
6766,Character\Human\Male\HumanMale.mdx,Ravenholdt Guard,1,0,HumanMale
6766,Character\Human\Female\HumanFemale.mdx,Ravenholdt Guard,1,1,HumanFemale
6768,Character\Human\Male\HumanMale.mdx,Lord Jorach Ravenholdt,1,0,HumanMale
6771,Character\Human\Male\HumanMale.mdx,Ravenholdt Assassin,1,0,HumanMale
6771,Character\Human\Female\HumanFemale.mdx,Ravenholdt Assassin,1,1,HumanFemale
6774,Character\Human\Male\HumanMale.mdx,Falkhaan Isenstrider,1,0,HumanMale
6775,Character\Tauren\Female\TaurenFemale.mdx,Antur Fallow,6,1,TaurenFemale
6780,Character\NightElf\Male\NightElfMale.mdx,Porthannius,4,0,NightElfMale
6782,Character\Gnome\Male\GnomeMale.mdx,Hands Springsprocket,7,0,GnomeMale
6784,Character\Scourge\Male\ScourgeMale.mdx,Calvin Montague,5,0,ScourgeMale
6786,Character\Orc\Male\OrcMale.mdx,Ukor,2,0,OrcMale
6790,Character\Human\Female\HumanFemale.mdx,Innkeeper Trelayne,1,1,HumanFemale
6791,Character\Goblin\Male\GoblinMale.mdx,Innkeeper Wiley,9,0,GoblinMale
6806,Character\Dwarf\Male\DwarfMale.mdx,Tannok Frosthammer,3,0,DwarfMale
6807,Character\Goblin\Male\GoblinMale.mdx,Innkeeper Skindle,9,0,GoblinMale
6826,Character\Gnome\Male\GnomeMale.mdx,Talvash del Kissel,7,0,GnomeMale
6868,Character\Troll\Male\TrollMale.mdx,Jarkal Mossmeld,8,0,TrollMale
6886,Character\Dwarf\Male\DwarfMale.mdx,Onin MacHammar,3,0,DwarfMale
6906,Character\Dwarf\Male\DwarfMale.mdx,Baelog,3,0,DwarfMale
6912,Character\Scourge\Male\ScourgeMale.mdx,Remains of a Paladin,5,0,ScourgeMale
6928,Character\Orc\Male\OrcMale.mdx,Innkeeper Grosk,2,0,OrcMale
6929,Character\Orc\Female\OrcFemale.mdx,Innkeeper Gryshka,2,1,OrcFemale
6930,Character\Orc\Male\OrcMale.mdx,Innkeeper Karakul,2,0,OrcMale
